id,spacegroup,number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev
1659,206,80.0,0.0312,0.0625,0.9062,10.1941,10.1941,10.1943,90.0007,90.0007,89.9989,0.0516,0.9363
1660,12,80.0,0.3438,0.4062,0.25,24.4984,6.2112,6.0629,89.9998,104.4804,90.0001,0.1332,2.0346
1661,194,80.0,0.25,0.4688,0.2812,6.5099,6.5097,24.2723,90.0089,90.0037,119.9933,0.2839,1.5121
1662,206,80.0,0.0938,0.0625,0.8438,10.1125,10.1124,10.1127,90.0008,90.0009,89.9989,0.0982,0.9743
1663,167,30.0,0.4167,0.0833,0.5,5.2158,5.2154,13.9784,89.994,90.0058,120.0013,0.3285,1.9343
1664,206,80.0,0.3438,0.375,0.2812,9.509,9.5087,9.5087,90.0031,90.0032,89.9967,0.2113,1.9383
1665,33,80.0,0.625,0.1562,0.2188,10.1949,8.7348,9.3631,90.0035,90.0016,90.0009,0.199,2.6936
1666,33,80.0,0.3125,0.0625,0.625,10.7916,9.2003,9.827,90.0019,89.9989,90.0004,0.2475,1.4369
1667,206,80.0,0.0312,0.0312,0.9375,10.2218,10.2218,10.2221,90.0006,90.0006,89.9992,0.0409,0.9133
1668,194,80.0,0.4375,0.375,0.1875,6.3808,6.3806,24.0106,90.0144,90.0044,119.9969,0.2941,1.5813
1669,167,60.0,0.0,0.4167,0.5833,10.7244,5.3617,14.2797,89.9996,89.9994,120.0006,0.1582,1.2278
1670,12,80.0,0.25,0.75,0.0,24.6618,6.098,5.826,89.9998,103.7468,90.0001,0.0014,2.2826
1671,227,40.0,0.0625,0.8125,0.125,6.0176,6.0165,14.4268,90.0032,90.0023,119.9976,0.1952,0.6863
1672,227,40.0,0.375,0.1875,0.4375,6.126,6.1231,14.9952,90.0501,87.4271,120.024,0.3949,1.1384
1673,167,30.0,0.75,0.1667,0.0833,4.9172,4.917,13.3449,89.9883,90.0127,120.0015,0.1213,4.0886
1674,12,80.0,0.25,0.5,0.25,24.5958,6.2379,6.082,89.9999,104.4479,90.0001,0.072,2.0183
1675,194,80.0,0.5625,0.4375,0.0,6.2031,6.203,23.6756,90.0189,89.9981,120.0017,0.2303,2.8447
1676,227,40.0,0.8125,0.1875,0.0,9.839,5.6764,13.8993,92.1548,92.0238,30.1576,0.0917,3.1301
1677,12,20.0,0.125,0.375,0.5,12.3299,3.2067,6.3642,90.0001,105.0523,90.0001,0.0176,1.633
1678,194,80.0,0.0,0.4375,0.5625,6.7995,6.7991,24.8226,90.0002,89.9948,119.9874,0.0845,1.0536
1679,33,40.0,0.1875,0.0,0.8125,5.529,9.4075,10.0338,90.0013,89.9973,90.0004,0.2279,1.0994
1680,33,80.0,0.75,0.0,0.25,10.1711,8.7112,9.3419,90.0048,90.0016,90.0008,0.1736,2.9473
1681,33,80.0,0.375,0.0625,0.5625,10.6931,9.1229,9.7501,90.0023,89.9994,90.0005,0.2826,1.4601
1682,194,80.0,0.3438,0.1562,0.5,6.6416,6.6412,24.4832,90.0145,90.006,119.9915,0.3493,1.1997
1683,167,30.0,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0606,3.7804
1684,194,80.0,0.375,0.4062,0.2188,6.4237,6.4235,24.0978,90.0129,90.0044,119.9957,0.2409,2.0982
1685,12,20.0,0.375,0.5,0.125,12.2494,3.0662,5.9283,89.9997,104.1484,90.0001,0.0844,2.438
1686,12,80.0,0.5312,0.125,0.3438,24.2788,6.2104,6.1209,89.9996,104.7933,90.0001,0.1774,2.1064
1687,167,30.0,0.0,0.8333,0.1667,5.1462,5.1456,13.8125,90.0006,90.0001,120.0,0.1205,2.0043
1688,206,80.0,0.0,0.75,0.25,9.6253,9.6253,9.625,90.0046,90.004,89.9942,0.1386,1.5948
1689,227,40.0,0.3125,0.375,0.3125,6.041,6.0411,14.8633,89.998,89.9981,120.0008,0.2719,1.4438
1690,33,80.0,0.0625,0.625,0.3125,10.5619,9.0377,9.6573,89.9983,90.0002,90.0006,0.2243,1.4441
1691,167,30.0,0.8333,0.0833,0.0833,4.8966,4.8964,13.3033,89.9868,90.0141,120.0017,0.1206,4.2378
1692,206,80.0,0.0938,0.125,0.7812,10.0571,10.057,10.0572,90.0011,90.0012,89.9985,0.1078,1.1069
1693,12,80.0,0.6875,0.3125,0.0,24.2072,5.9735,5.7364,89.9993,103.9031,90.0002,0.008,3.2351
1694,206,80.0,0.0,0.5625,0.4375,9.7916,9.7916,9.7914,90.0034,90.003,89.9955,0.1281,1.379
1695,167,30.0,0.3333,0.1667,0.5,5.2364,5.236,14.0199,89.9952,90.0046,120.0012,0.2306,1.8627
1696,227,40.0,0.375,0.3125,0.3125,6.0606,6.0597,14.2905,90.0164,90.0035,120.0024,0.3614,0.6571
1697,194,10.0,0.75,0.25,0.0,3.0732,3.073,11.7674,90.0162,89.9984,120.004,0.1642,3.4503
1698,206,80.0,0.75,0.0,0.25,9.3111,9.3105,9.3108,90.0016,90.0026,89.9993,0.2514,2.9784
1699,206,80.0,0.3125,0.0,0.6875,9.8823,9.8821,9.8824,90.0007,90.0012,89.9993,0.1947,1.5464
1700,227,40.0,0.3125,0.125,0.5625,10.5562,6.1041,14.6735,84.524,83.6273,31.0338,0.3345,0.9742
1701,33,80.0,0.3125,0.0625,0.625,10.7916,9.2003,9.827,90.0019,89.9989,90.0004,0.2661,1.3346
1702,206,80.0,0.3125,0.6875,0.0,9.2727,9.2725,9.2722,90.0052,90.0048,89.9946,0.3718,1.9998
1703,227,40.0,0.9375,0.0625,0.0,9.8659,5.6826,13.8649,90.5424,90.6241,29.7608,0.2164,2.5386
1704,33,80.0,0.25,0.6875,0.0625,10.1969,8.7532,9.3736,89.9992,90.0018,90.0016,0.1073,2.3744
1705,167,30.0,0.25,0.0833,0.6667,5.3435,5.343,14.2484,89.9959,90.003,120.0012,0.1983,1.6148
1706,33,80.0,0.9062,0.0312,0.0625,9.8901,8.4916,9.1232,90.0055,90.0023,90.0012,0.1012,3.8901
1707,167,60.0,0.0,0.9167,0.0833,10.2059,5.1024,13.719,90.0007,90.0004,119.9999,0.1032,2.1435
1708,206,80.0,0.0,0.625,0.375,9.7361,9.7362,9.7359,90.0038,90.0033,89.9951,0.1349,1.4124
1709,206,80.0,0.0312,0.0312,0.9375,10.2218,10.2218,10.2221,90.0006,90.0006,89.9992,0.0401,0.9142
1710,227,40.0,0.5625,0.4375,0.0,9.9771,5.7367,14.1381,93.5941,93.0715,30.1257,0.1134,2.5279
1711,206,80.0,0.375,0.1875,0.4375,9.6344,9.6342,9.6343,90.0019,90.0023,89.998,0.2331,1.8261
1712,194,80.0,0.875,0.0625,0.0625,6.1561,6.1557,23.5213,90.0097,90.005,120.0041,0.2612,2.0278
1713,167,30.0,0.0833,0.25,0.6667,5.3847,5.3842,14.3315,89.9982,90.0005,120.0009,0.1956,1.2865
1714,33,80.0,0.4688,0.4062,0.125,10.1639,8.7184,9.3432,90.0016,90.0017,90.0012,0.1419,2.5227
1715,33,80.0,0.2188,0.5938,0.1875,10.3502,8.8706,9.4916,89.9994,90.0011,90.0011,0.156,1.9834
1716,33,80.0,0.3125,0.5312,0.1562,10.2717,8.807,9.4293,90.0002,90.0014,90.0012,0.1389,2.2651
1717,33,80.0,0.375,0.5,0.125,10.2078,8.7558,9.379,90.0007,90.0016,90.0013,0.1496,2.3682
1718,33,40.0,0.0,0.0625,0.9375,5.6422,9.5871,10.2114,89.9997,89.9958,90.0002,0.1604,0.7628
1719,33,40.0,0.125,0.0625,0.8125,5.5436,9.4324,10.0577,90.0006,89.9971,90.0003,0.2514,0.9171
1720,194,80.0,0.2812,0.3125,0.4062,6.5922,6.5919,24.4096,90.011,90.0041,119.992,0.2983,1.0943
1721,194,80.0,0.375,0.3438,0.2812,6.4699,6.4696,24.1782,90.0128,90.0053,119.9947,0.3351,1.5055
1722,33,80.0,0.3438,0.25,0.4062,10.5343,9.0043,9.6295,90.0015,90.0002,90.0005,0.2323,1.7832
1723,206,80.0,0.625,0.375,0.0,9.1418,9.1413,9.1413,90.0039,90.0043,89.9967,0.0958,3.7442
1724,227,40.0,0.625,0.0,0.375,9.8219,5.703,14.0841,91.0849,91.2584,30.5595,0.4105,1.4854
1725,194,80.0,0.5312,0.0312,0.4375,6.537,6.5365,24.2617,90.0158,90.0126,119.9941,0.4006,1.1681
1726,227,40.0,0.875,0.0,0.125,9.9158,5.7402,14.1261,90.6631,90.7674,30.2654,0.2741,1.9105
1727,194,80.0,0.0,0.4375,0.5625,6.7995,6.7991,24.8226,90.0002,89.9948,119.9874,0.0293,1.1983
1728,206,80.0,0.25,0.0938,0.6562,9.8808,9.8806,9.8808,90.0012,90.0015,89.9987,0.1936,1.0907
1729,227,40.0,0.4375,0.1875,0.375,6.0468,6.0469,14.8641,89.9991,89.9968,120.0006,0.3465,1.0908
1730,206,80.0,0.375,0.4062,0.2188,9.4405,9.4402,9.4402,90.0033,90.0035,89.9965,0.1859,2.3283
1731,194,80.0,0.7188,0.2812,0.0,6.1557,6.1554,23.5583,90.0171,89.9982,120.0036,0.2374,3.1829
1732,33,80.0,0.1875,0.3438,0.4688,10.6767,9.119,9.7422,90.0001,89.9995,90.0003,0.2336,1.2793
1733,33,80.0,0.875,0.0312,0.0938,9.9394,8.5303,9.1616,90.0053,90.0022,90.0011,0.1435,3.424
1734,194,80.0,0.5938,0.0625,0.3438,6.4484,6.448,24.0941,90.0147,90.0124,119.9961,0.3391,1.5383
1735,194,80.0,0.4688,0.0312,0.5,6.6025,6.6021,24.3892,90.0166,90.011,119.9926,0.3317,1.4338
1736,33,80.0,0.6875,0.3125,0.0,9.923,8.5264,9.1536,90.0032,90.0023,90.0016,0.07,3.6328
1737,167,30.0,0.5833,0.1667,0.25,5.0449,5.0446,13.6149,89.9915,90.0092,120.0014,0.216,2.8968
1738,194,80.0,0.0312,0.4688,0.5,6.7431,6.7427,24.7186,90.0005,89.9974,119.9883,0.2047,1.0367
1739,206,80.0,0.0312,0.0938,0.875,10.1664,10.1664,10.1666,90.0009,90.0008,89.9987,0.0617,0.9567
1740,227,40.0,0.8125,0.0,0.1875,10.0065,5.7786,14.1615,93.257,93.0611,30.2331,0.3117,2.3555
1741,33,40.0,0.9375,0.0,0.0625,4.9377,8.4791,9.1113,90.0058,90.0023,90.0011,0.1078,3.7819
1742,227,40.0,0.0,0.3125,0.6875,6.3886,6.3867,15.1989,90.0093,90.0,119.9995,0.316,0.0393
1743,33,40.0,0.5625,0.0,0.4375,5.2334,8.9433,9.5725,90.0037,90.0005,90.0006,0.2342,2.1264
1744,194,80.0,0.5,0.0,0.5,6.5929,6.5924,24.3657,90.0168,90.0124,119.9929,0.3639,0.9587
1745,206,80.0,0.4688,0.2812,0.25,9.4289,9.4286,9.4286,90.0028,90.0031,89.9973,0.2248,2.3551
1746,167,30.0,0.6667,0.3333,0.0,4.8947,4.8944,13.293,89.9894,90.0117,120.0012,0.0532,4.1911
1747,206,80.0,0.0,0.2188,0.7812,10.0964,10.0964,10.0965,90.0015,90.0013,89.9979,0.0858,0.9798
1748,206,80.0,0.2812,0.0,0.7188,9.9231,9.9229,9.9232,90.0007,90.0011,89.9993,0.1985,1.1836
1749,33,80.0,0.9375,0.0312,0.0312,9.8408,8.4529,9.0847,90.0056,90.0023,90.0012,0.0846,4.2465
1750,12,20.0,0.5,0.0,0.5,12.135,3.1533,6.288,89.9997,105.179,90.0001,0.4046,1.4538
1751,12,80.0,0.4688,0.25,0.2812,24.3602,6.1931,6.0694,89.9997,104.6073,90.0001,0.1594,2.2109
1752,12,20.0,0.375,0.5,0.125,12.2494,3.0662,5.9283,89.9997,104.1484,90.0001,0.0668,2.3245
1753,33,40.0,0.5,0.0,0.5,5.2826,9.0207,9.6494,90.0033,90.0001,90.0006,0.2523,1.8869
1754,227,40.0,0.375,0.625,0.0,10.0383,5.8109,14.0393,90.7086,90.8207,30.2602,0.0922,2.1732
1755,206,80.0,0.5312,0.25,0.2188,9.375,9.3746,9.3747,90.0027,90.0032,89.9976,0.2213,2.6114
1756,227,40.0,0.25,0.75,0.0,5.8879,5.8882,14.3974,90.0188,89.9797,120.0034,0.1364,1.2858
1757,33,80.0,0.625,0.375,0.0,9.9523,8.5513,9.1775,90.0026,90.0023,90.0017,0.068,3.4387
1758,33,80.0,0.2812,0.0625,0.6562,10.8409,9.239,9.8654,90.0017,89.9986,90.0004,0.2914,1.1863
1759,12,80.0,0.0,0.8438,0.1562,24.8804,6.2565,6.037,90.0002,104.1052,90.0001,0.0167,1.7188
1760,227,40.0,0.5,0.5,0.0,10.0117,5.7519,14.1982,93.9475,93.3283,30.1185,0.2574,1.992
1761,167,30.0,0.0833,0.5833,0.3333,5.2119,5.2114,13.9578,89.9992,90.001,120.0004,0.1972,1.7816
1762,12,20.0,0.375,0.625,0.0,12.2659,3.0312,5.8004,89.9997,103.7911,90.0002,0.0271,2.5554
1763,167,60.0,0.6667,0.0833,0.25,10.0485,5.024,13.5733,89.9901,90.0106,120.0015,0.2142,3.0933
1764,194,80.0,0.5,0.5,0.0,6.2225,6.2224,23.7226,90.0187,89.9985,120.0009,0.2651,2.6715
1765,12,80.0,0.375,0.4062,0.2188,24.4741,6.1848,6.0244,89.9998,104.4069,90.0001,0.1739,2.0889
1766,206,80.0,0.3438,0.4375,0.2188,9.4536,9.4533,9.4532,90.0035,90.0035,89.9963,0.1988,2.247
1767,206,80.0,0.25,0.0,0.75,9.9639,9.9637,9.964,90.0006,90.001,89.9993,0.153,1.3975
1768,12,20.0,0.625,0.0,0.375,12.0865,3.1006,6.134,89.9995,104.9066,90.0002,0.257,1.9608
1769,227,40.0,0.1875,0.6875,0.125,10.2972,5.898,14.6784,96.3492,95.2233,30.1346,0.1617,1.7828
1770,33,80.0,0.5938,0.1875,0.2188,10.2095,8.7473,9.375,90.0032,90.0015,90.0009,0.1934,2.6435
1771,12,80.0,0.3438,0.3125,0.3438,24.4736,6.2637,6.1591,89.9998,104.7285,90.0001,0.1298,1.8815
1772,194,80.0,0.8125,0.0625,0.125,6.2208,6.2204,23.6485,90.0111,90.0082,120.0022,0.2686,3.0874
1773,12,80.0,0.25,0.5,0.25,24.5958,6.2379,6.082,89.9999,104.4479,90.0001,0.1214,1.714
1774,194,80.0,0.6562,0.0312,0.3125,6.4063,6.4059,24.007,90.0139,90.0135,119.9972,0.4257,1.4009
1775,206,80.0,0.625,0.375,0.0,9.1418,9.1413,9.1413,90.0039,90.0043,89.9967,0.1022,3.6786
1776,167,30.0,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0708,3.559
1777,227,40.0,0.4375,0.25,0.3125,10.2905,5.961,14.6799,90.9458,91.0978,30.3261,0.3551,1.962
1778,206,80.0,0.75,0.25,0.0,9.0894,9.0888,9.089,90.0034,90.0041,89.9976,0.0948,4.0841
1779,227,40.0,0.1875,0.5,0.3125,10.3967,6.0239,14.8421,91.0284,91.1952,30.3483,0.2933,1.2221
1780,167,30.0,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.067,3.4915
1781,167,30.0,0.3333,0.25,0.4167,5.1932,5.1928,13.9265,89.9954,90.0047,120.0011,0.1757,2.1736
1782,12,80.0,0.3438,0.4062,0.25,24.4984,6.2112,6.0629,89.9998,104.4804,90.0001,0.068,2.086
1783,33,40.0,0.5625,0.0,0.4375,5.2334,8.9433,9.5725,90.0037,90.0005,90.0006,0.2971,1.9414
1784,33,80.0,0.125,0.2188,0.6562,10.9139,9.3013,9.9251,90.0001,89.9982,90.0002,0.2677,1.0205
1785,194,80.0,0.4688,0.5312,0.0,6.2323,6.2322,23.7461,90.0183,89.9988,120.0005,0.2554,2.5472
1786,206,80.0,0.2188,0.7812,0.0,9.312,9.3119,9.3115,90.0055,90.005,89.9939,0.0941,2.6898
1787,206,80.0,0.5938,0.4062,0.0,9.1549,9.1544,9.1544,90.004,90.0043,89.9965,0.1073,3.5584
1788,12,20.0,0.375,0.125,0.5,12.1999,3.1711,6.3134,89.9998,105.1365,90.0001,0.2269,1.574
1789,194,80.0,0.5312,0.0,0.4688,6.5601,6.5597,24.3019,90.0163,90.0132,119.9936,0.4474,1.1934
1790,12,80.0,0.0,0.4688,0.5312,24.7815,6.4664,6.4217,90.0003,105.0881,90.0,0.0312,1.2515
1791,194,80.0,0.0938,0.4688,0.4375,6.6763,6.676,24.591,90.0029,90.0,119.9897,0.2907,0.8168
1792,33,80.0,0.2188,0.1562,0.625,10.8354,9.2377,9.8628,90.001,89.9987,90.0003,0.2316,1.1441
1793,206,80.0,0.4688,0.4062,0.125,9.3181,9.3177,9.3177,90.0036,90.0038,89.9965,0.1778,2.808
1794,33,80.0,0.4375,0.1875,0.375,10.4559,8.9407,9.5672,90.0023,90.0006,90.0006,0.2394,1.9292
1795,227,40.0,0.125,0.875,0.0,10.2196,5.8443,14.562,96.0156,94.8285,30.0816,0.1168,1.9526
1796,227,40.0,0.4375,0.25,0.3125,6.0436,6.0427,14.2577,90.0159,90.0033,120.0023,0.3518,0.976
1797,167,30.0,0.0,0.5833,0.4167,5.2758,5.2752,14.0928,90.0002,89.9996,120.0004,0.1613,1.5283
1798,33,80.0,0.125,0.6562,0.2188,10.4287,8.9342,9.5539,89.9986,90.0008,90.0009,0.1693,1.7786
1799,194,80.0,0.75,0.0312,0.2188,6.3088,6.3084,23.816,90.012,90.0122,119.9997,0.3857,1.5212
1800,206,80.0,0.5938,0.4062,0.0,9.1549,9.1544,9.1544,90.004,90.0043,89.9965,0.0991,3.5939
1801,167,30.0,0.4167,0.25,0.3333,5.1294,5.129,13.7915,89.9942,90.0063,120.0011,0.1719,2.4794
1802,12,80.0,0.0625,0.6875,0.25,24.7907,6.2912,6.1203,90.0001,104.3834,90.0001,0.0404,1.579
1803,33,80.0,0.0625,0.6562,0.2812,10.5272,9.0115,9.6308,89.9982,90.0004,90.0007,0.1821,1.3697
1804,167,30.0,0.75,0.0,0.25,5.0036,5.0034,13.5318,89.9888,90.0119,120.0017,0.2172,3.3492
1805,167,30.0,0.25,0.3333,0.4167,5.2138,5.2134,13.9681,89.9966,90.0034,120.0009,0.2109,1.9323
1806,33,40.0,0.0,0.625,0.375,5.3302,9.1151,9.7342,89.9979,89.9997,90.0004,0.0796,1.4169
1807,194,80.0,0.0,0.625,0.375,6.6614,6.6612,24.5813,89.996,90.0006,119.9893,0.0471,1.3925
1808,194,80.0,0.0625,0.4688,0.4688,6.7097,6.7093,24.6548,90.0017,89.9988,119.989,0.3746,0.7126
1809,33,80.0,0.7188,0.25,0.0312,9.9431,8.5401,9.1682,90.0036,90.0022,90.0014,0.0968,3.5516
1810,194,80.0,0.4062,0.25,0.3438,6.5063,6.506,24.2351,90.0137,90.0068,119.9942,0.4012,1.1665
1811,167,60.0,0.8333,0.0833,0.0833,9.7932,4.8964,13.3033,89.9868,90.0141,120.0017,0.1012,4.263
1812,12,80.0,0.1875,0.25,0.5625,24.5783,6.4305,6.4158,90.0001,105.2272,90.0001,0.1451,1.3586
1813,227,40.0,0.8125,0.125,0.0625,5.7575,5.7577,14.1647,89.9991,89.9999,120.0006,0.235,2.8609
1814,194,80.0,0.0312,0.5625,0.4062,6.674,6.6737,24.5979,89.9986,90.0,119.9893,0.3292,0.771
1815,206,80.0,0.375,0.2188,0.4062,9.6067,9.6064,9.6066,90.0021,90.0025,89.9978,0.2179,1.9569
1816,167,30.0,0.6667,0.1667,0.1667,4.9811,4.9808,13.4799,89.99,90.0109,120.0014,0.1439,3.4281
1817,206,80.0,0.7812,0.0312,0.1875,9.2426,9.2419,9.2423,90.0019,90.0029,89.9991,0.2291,3.2552
1818,12,80.0,0.3438,0.25,0.4062,24.4571,6.2987,6.2233,89.9998,104.8899,90.0001,0.1691,1.6896
1819,33,80.0,0.0,0.875,0.125,10.3831,8.9053,9.5221,89.9969,90.0011,90.0013,0.0674,1.87
1820,227,40.0,0.625,0.25,0.125,9.7311,5.7047,14.4281,98.1747,99.6,31.4714,0.2328,2.2593
1821,206,80.0,0.4062,0.25,0.3438,9.5382,9.5379,9.538,90.0024,90.0027,89.9976,0.2282,2.0526
1822,206,80.0,0.5312,0.3125,0.1562,9.3196,9.3192,9.3192,90.0032,90.0035,89.9971,0.1912,2.7613
1823,206,80.0,0.4375,0.1875,0.375,9.5528,9.5525,9.5527,90.0021,90.0025,89.998,0.2348,2.1347
1824,206,80.0,0.5,0.5,0.0,9.1942,9.1938,9.1937,90.0044,90.0045,89.9959,0.1126,3.3342
1825,33,80.0,0.625,0.1875,0.1875,10.1602,8.7086,9.3366,90.0034,90.0017,90.001,0.1849,2.7164
1826,33,80.0,0.9375,0.0312,0.0312,9.8408,8.4529,9.0847,90.0056,90.0023,90.0012,0.0884,4.2708
1827,12,80.0,0.125,0.875,0.0,24.7917,6.1335,5.8516,90.0,103.7028,90.0001,0.001,2.1224
1828,33,40.0,0.0625,0.9375,0.0,5.1076,8.7756,9.3922,89.997,90.0018,90.002,0.0557,2.1744
1829,12,20.0,0.25,0.0,0.75,12.2319,3.2589,6.5962,90.0,105.6922,90.0001,0.3236,0.9863
1830,167,30.0,0.5833,0.0833,0.3333,5.0881,5.0878,13.7084,89.9916,90.0089,120.0015,0.2442,2.7687
1831,33,40.0,0.0,0.375,0.625,5.4688,9.3249,9.9463,89.9988,89.998,90.0,0.0918,1.1632
1832,12,20.0,0.125,0.875,0.0,12.3959,3.0668,5.8516,90.0,103.7028,90.0001,0.0211,2.2309
1833,167,30.0,0.75,0.1667,0.0833,4.9172,4.917,13.3449,89.9883,90.0127,120.0015,0.0917,4.0373
1834,206,80.0,0.0,0.2188,0.7812,10.0964,10.0964,10.0965,90.0015,90.0013,89.9979,0.075,1.0338
1835,194,80.0,0.375,0.25,0.375,6.5393,6.5389,24.2988,90.0133,90.0064,119.9934,0.2447,1.6363
1836,12,80.0,0.0,0.1875,0.8125,24.7073,6.6238,6.7113,90.0003,105.754,90.0,0.1576,0.8566
1837,194,80.0,0.875,0.0312,0.0938,6.1794,6.179,23.5615,90.009,90.0075,120.0035,0.2295,3.4313
1838,12,20.0,0.5,0.0,0.5,12.135,3.1533,6.288,89.9997,105.179,90.0001,0.2243,1.7179
1839,167,30.0,0.25,0.0,0.75,5.3867,5.3862,14.3418,89.9956,90.0029,120.0014,0.2128,1.4828
1840,206,80.0,0.875,0.125,0.0,9.0371,9.0364,9.0366,90.0029,90.0038,89.9985,0.085,4.5418
1841,12,80.0,0.375,0.2188,0.4062,24.4246,6.2898,6.217,89.9998,104.9005,90.0001,0.1702,1.5072
1842,33,80.0,0.6875,0.125,0.1875,10.131,8.6837,9.3127,90.004,90.0017,90.001,0.1797,2.9739
1843,167,30.0,0.8333,0.0833,0.0833,4.8966,4.8964,13.3033,89.9868,90.0141,120.0017,0.0995,4.3239
1844,12,80.0,0.9688,0.0,0.0312,23.9068,5.911,5.7109,89.999,104.0959,90.0003,0.0697,3.7803
1845,167,30.0,0.3333,0.6667,0.0,4.9772,4.9768,13.4593,89.9952,90.0061,120.0005,0.075,3.2003
1846,12,80.0,0.375,0.2812,0.3438,24.4411,6.2548,6.1527,89.9998,104.7393,90.0001,0.2197,1.8426
1847,194,80.0,0.6875,0.3125,0.0,6.165,6.1648,23.5817,90.0177,89.9981,120.0032,0.2506,3.0935
1848,227,40.0,0.125,0.75,0.125,9.9116,5.8222,14.6069,95.7605,96.7736,31.6558,0.186,1.3205
1849,194,80.0,0.0,0.6562,0.3438,6.6384,6.6382,24.541,89.9955,90.0015,119.9897,0.0559,1.5048
1850,33,80.0,0.875,0.0938,0.0312,9.87,8.4778,9.1086,90.0051,90.0023,90.0013,0.0693,4.1114
1851,33,80.0,0.0312,0.0938,0.875,11.2004,9.5222,10.1465,89.9999,89.9964,90.0002,0.1675,0.8515
1852,206,80.0,0.0,0.1562,0.8438,10.1518,10.1518,10.152,90.0012,90.001,89.9983,0.0542,0.9876
1853,227,40.0,0.4375,0.25,0.3125,6.0354,6.0345,14.4453,90.0065,89.9971,119.9991,0.3476,1.543
1854,12,80.0,0.0,0.8438,0.1562,24.8804,6.2565,6.037,90.0002,104.1052,90.0001,0.0209,1.7267
1855,33,80.0,0.4688,0.3438,0.1875,10.2333,8.7709,9.3962,90.0019,90.0015,90.001,0.1798,2.4236
1856,194,80.0,0.4375,0.1875,0.375,6.5196,6.5193,24.2518,90.0144,90.0081,119.994,0.3336,1.4668
1857,167,30.0,0.6667,0.1667,0.1667,4.9811,4.9808,13.4799,89.99,90.0109,120.0014,0.141,3.5564
1858,167,30.0,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0663,3.673
1859,194,80.0,0.2188,0.1562,0.625,6.774,6.7735,24.7382,90.0138,90.0002,119.9889,0.3504,0.571
1860,206,80.0,0.3438,0.0,0.6562,9.8415,9.8412,9.8416,90.0008,90.0013,89.9993,0.2245,1.4089
1861,227,40.0,0.0,0.5,0.5,10.7409,6.1553,15.3995,99.2078,97.7281,30.2454,0.1956,1.0088
1862,12,80.0,0.0,0.8438,0.1562,24.8804,6.2565,6.037,90.0002,104.1052,90.0001,0.0209,1.7266
1863,33,40.0,0.0625,0.0,0.9375,5.6276,9.5622,10.1876,90.0004,89.996,90.0004,0.2127,0.8359
1864,206,80.0,0.1562,0.6562,0.1875,9.5044,9.5043,9.504,90.0044,90.004,89.9948,0.1541,2.0294
1865,12,80.0,0.2188,0.7812,0.0,24.6943,6.1068,5.8324,89.9999,103.7358,90.0001,0.0123,2.3529
1866,194,80.0,0.4375,0.4688,0.0938,6.3115,6.3113,23.8901,90.0156,90.002,119.9984,0.2331,1.444
1867,227,40.0,0.9375,0.0625,0.0,9.7037,5.6305,13.8823,90.8902,91.0311,30.4909,0.0875,3.5851
1868,227,40.0,0.0625,0.625,0.3125,10.536,6.034,15.0687,97.9713,96.6192,30.1896,0.1957,0.5789
1869,194,80.0,0.4375,0.1562,0.4062,6.5428,6.5424,24.292,90.0148,90.0085,119.9936,0.342,1.4398
1870,206,80.0,0.3438,0.6562,0.0,9.2597,9.2594,9.2591,90.005,90.0048,89.9948,0.0978,2.9509
1871,33,80.0,0.0938,0.6562,0.25,10.4779,8.9728,9.5924,89.9984,90.0006,90.0008,0.1495,1.6717
1872,12,80.0,0.4375,0.1875,0.375,24.3679,6.2545,6.1721,89.9997,104.8418,90.0001,0.1837,1.9186
1873,194,80.0,0.875,0.0,0.125,6.2026,6.2022,23.6016,90.0083,90.0099,120.0028,0.3428,3.116
1874,33,80.0,0.125,0.7188,0.1562,10.3593,8.8817,9.5009,89.9983,90.0012,90.0012,0.1307,1.8549
1875,33,80.0,0.3438,0.5625,0.0938,10.1877,8.7421,9.3644,90.0003,90.0017,90.0014,0.1208,2.4577
1876,206,80.0,0.375,0.625,0.0,9.2466,9.2463,9.246,90.0049,90.0047,89.995,0.1042,3.0429
1877,33,80.0,0.3125,0.0,0.6875,10.8609,9.2528,9.88,90.0021,89.9985,90.0004,0.2595,1.2806
1878,33,40.0,0.3125,0.6875,0.0,5.0492,8.6759,9.2968,89.9995,90.0021,90.0019,0.0421,2.713
1879,167,60.0,0.0,0.25,0.75,10.8972,5.4481,14.4666,89.9988,89.9993,120.0009,0.1348,1.0935
1880,12,80.0,0.2188,0.7812,0.0,24.6943,6.1068,5.8324,89.9999,103.7358,90.0001,0.0277,2.3759
1881,167,60.0,0.0,0.4167,0.5833,10.7244,5.3617,14.2797,89.9996,89.9994,120.0006,0.1582,1.228
